Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,11.249208710277289,11.311739292632621,11.174172965588218,11.274221420288086,4619400,0.0,0.0
2010-01-05 00:00:00-05:00,11.274222942763448,11.29923446348015,11.117897062100642,11.236703872680664,6113800,0.0,0.0
2010-01-06 00:00:00-05:00,11.24920737232583,11.280473256120644,11.080375177848396,11.124147415161133,3576300,0.0,0.0
2010-01-07 00:00:00-05:00,10.905294642745611,11.0053431189722,10.83025768923971,10.974077224731445,4731300,0.0,0.0
2010-01-08 00:00:00-05:00,10.949063409802632,11.099136092724505,10.899039182162008,11.07412338256836,3623600,0.0,0.0
2010-01-11 00:00:00-05:00,11.055367417870837,11.086632119611581,10.761473973751398,10.792739868164062,6228800,0.0,0.0
2010-01-12 00:00:00-05:00,10.748967403737874,10.892786921222749,10.748967403737874,10.817749977111816,4951600,0.0,0.0
2010-01-13 00:00:00-05:00,10.849011283073537,11.149156547344184,10.817745405959139,11.08037281036377,5012300,0.0,0.0
2010-01-14 00:00:00-05:00,11.086628091968777,11.16166501862721,10.986579651538527,11.09913444519043,2544900,0.0,0.0
2010-01-15 00:00:00-05:00,10.992830699452918,11.055361260781025,10.817745366268472,10.899035453796387,3871500,0.0,0.0
2010-01-19 00:00:00-05:00,10.861521309599457,11.111642447802577,10.861521309599457,11.07412338256836,4733600,0.0,0.0
2010-01-20 00:00:00-05:00,10.999084539371198,11.192928217795416,10.899036112270226,11.005337715148926,5846500,0.0,0.0
2010-01-21 00:00:00-05:00,11.011593442639665,11.067870845009022,10.755219139699973,10.861520767211914,5597100,0.0,0.0
2010-01-22 00:00:00-05:00,10.867772223830315,10.905291285368348,10.530109018688844,10.561373710632324,4900500,0.0,0.0
2010-01-25 00:00:00-05:00,10.738776181303598,10.871353085247517,10.517813470580498,10.650391578674316,4305400,0.161,0.0
2010-01-26 00:00:00-05:00,10.625139340424283,10.820848641435951,10.593573751411123,10.606199264526367,3242200,0.0,0.0
2010-01-27 00:00:00-05:00,10.55569072625961,10.719834393576706,10.52412514583889,10.707207679748535,4306300,0.0,0.0
2010-01-28 00:00:00-05:00,10.707205688041364,10.776651397028612,10.517809832448213,10.574628829956055,4087800,0.0,0.0
2010-01-29 00:00:00-05:00,10.587257510145413,10.663015384810125,10.454679423257607,10.467306137084961,5639400,0.0,0.0
2010-02-01 00:00:00-05:00,10.492557613638885,10.580942185695758,10.454677479200669,10.574628829956055,4211100,0.0,0.0
2010-02-02 00:00:00-05:00,10.587258305267786,10.700896329948984,10.53043929292719,10.68826961517334,3645200,0.0,0.0
2010-02-03 00:00:00-05:00,10.631447763668527,10.764024620958292,10.543063192142018,10.587255477905273,3176100,0.0,0.0
2010-02-04 00:00:00-05:00,10.524125232445211,10.574630884023813,10.246343546688038,10.258970260620117,4847200,0.0,0.0
2010-02-05 00:00:00-05:00,10.25897106164269,10.429428100585938,10.214778763579583,10.429428100585938,6034700,0.0,0.0
2010-02-08 00:00:00-05:00,10.41680264812016,10.442056081016673,10.227406717996141,10.233718872070312,4292100,0.0,0.0
2010-02-09 00:00:00-05:00,10.359982374004783,10.416801386993095,10.24003099056837,10.33473014831543,3193300,0.0,0.0
2010-02-10 00:00:00-05:00,10.296847240366663,10.435738658910518,10.2779083772194,10.41679859161377,3736500,0.0,0.0
2010-02-11 00:00:00-05:00,10.442055895922229,10.543067217417853,10.322104500089948,10.498873710632324,3802400,0.0,0.0
2010-02-12 00:00:00-05:00,10.448365193847517,10.568316556891364,10.353667256349576,10.549376487731934,4296000,0.0,0.0
2010-02-16 00:00:00-05:00,10.606197205922848,10.795594315690993,10.57463162303639,10.776654243469238,3082200,0.0,0.0
2010-02-17 00:00:00-05:00,10.801912495560233,10.827164732313177,10.650395462591545,10.681961059570312,3766500,0.0,0.0
2010-02-18 00:00:00-05:00,10.669330498879873,10.833474193219551,10.587259253784985,10.827160835266113,3313800,0.0,0.0
2010-02-19 00:00:00-05:00,10.770341817835074,10.871353136790276,10.707209442450598,10.827160835266113,2592600,0.0,0.0
2010-02-22 00:00:00-05:00,10.827158796756816,10.890291160254895,10.776653146788286,10.852412223815918,2331700,0.0,0.0
2010-02-23 00:00:00-05:00,10.820847464644544,10.92185878348149,10.776655163172117,10.782968521118164,3251100,0.0,0.0
2010-02-24 00:00:00-05:00,10.814534098128137,10.921858774826077,10.814534098128137,10.877666473388672,2775100,0.0,0.0
2010-02-25 00:00:00-05:00,10.782965644451062,10.92816922602319,10.568316348148967,10.883976936340332,3949700,0.0,0.0
2010-02-26 00:00:00-05:00,10.909233284510906,10.94079887012819,10.795595249648827,10.827160835266113,2776100,0.0,0.0
