Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,48.19239019723771,48.67072677612305,47.9532192244003,48.67072677612305,1198500,0.0,0.0
2010-01-05 00:00:00-05:00,48.74108349119915,49.08576564552061,48.40343183313555,48.74811935424805,1535400,0.0,0.0
2010-01-06 00:00:00-05:00,48.558181198903156,48.79031634292302,48.36121999796153,48.705902099609375,1149700,0.0,0.0
2010-01-07 00:00:00-05:00,48.60037369788756,48.88878493326477,48.34714176373658,48.846580505371094,1262300,0.0,0.0
2010-01-08 00:00:00-05:00,48.83954464512585,49.0294699374363,48.47376041420652,48.846580505371094,1582000,0.0,0.0
2010-01-11 00:00:00-05:00,49.12095370727519,49.7681137571471,49.00137083504089,49.75404739379883,1508400,0.0,0.0
2010-01-12 00:00:00-05:00,49.43045338259048,49.697762540728505,49.135011502661584,49.451560974121094,1677200,0.0,0.0
2010-01-13 00:00:00-05:00,49.628354687453715,50.561936200229916,49.47983096905263,50.264888763427734,1797800,0.38,0.0
2010-01-14 00:00:00-05:00,50.12344719101471,50.38512956717597,49.727378482407545,50.28611373901367,2332600,0.0,0.0
2010-01-15 00:00:00-05:00,50.27195717960387,50.27195717960387,49.402026474797395,49.939544677734375,1829400,0.0,0.0
2010-01-19 00:00:00-05:00,49.85468829527233,50.09515917513981,49.522275682608665,49.99614334106445,1498700,0.0,0.0
2010-01-20 00:00:00-05:00,49.592991554204275,49.71322426137065,48.341140391957424,49.05547332763672,2193500,0.0,0.0
2010-01-21 00:00:00-05:00,48.99183154402448,49.310101351012044,47.90265736603354,48.192630767822266,1984500,0.0,0.0
2010-01-22 00:00:00-05:00,48.16433847783218,48.63820072910482,47.343920815505044,47.40049743652344,1868300,0.0,0.0
2010-01-25 00:00:00-05:00,48.57453513645141,48.829148738940695,47.98750903093686,47.99458312988281,1781100,0.0,0.0
2010-01-26 00:00:00-05:00,47.789483974595484,49.083769065222285,47.69046815961436,48.60283279418945,2618400,0.0,0.0
2010-01-27 00:00:00-05:00,48.62405782996789,48.62405782996789,46.62251349990072,47.54902648925781,3839500,0.0,0.0
2010-01-28 00:00:00-05:00,47.81777356259619,48.27041881652514,47.41463621469206,47.810699462890625,1839000,0.0,0.0
2010-01-29 00:00:00-05:00,47.6763230003279,47.90264562281162,47.18831265348987,47.28025436401367,2268400,0.0,0.0
2010-02-01 00:00:00-05:00,47.541957578324904,49.21108948645701,47.23783594940358,49.10499954223633,3613300,0.0,0.0
2010-02-02 00:00:00-05:00,49.10498080298898,49.65664182726343,48.560393877885325,49.529335021972656,3599700,0.0,0.0
2010-02-03 00:00:00-05:00,49.38081106883226,49.78394838424954,49.1615625592415,49.59299087524414,1902400,0.0,0.0
2010-02-04 00:00:00-05:00,49.253515955626156,49.493986819704666,48.136045449052055,48.2067756652832,2995400,0.0,0.0
2010-02-05 00:00:00-05:00,48.1431100172325,48.36235853545436,46.18400536419325,47.145877838134766,4387600,0.0,0.0
2010-02-08 00:00:00-05:00,47.18830818296097,47.76118608648396,46.61543027943798,46.92662048339844,2017100,0.0,0.0
2010-02-09 00:00:00-05:00,47.35097609784324,48.48966323590548,47.0680768850717,48.121891021728516,2008500,0.0,0.0
2010-02-10 00:00:00-05:00,48.128979496351704,48.33407986808497,47.68340285083087,47.8390007019043,2704100,0.0,0.0
2010-02-11 00:00:00-05:00,47.71167384584513,47.98750432214983,47.06807119978614,47.952144622802734,2978000,0.0,0.0
2010-02-12 00:00:00-05:00,47.619749488508205,48.291643376223426,46.94785020483507,48.05824661254883,2433400,0.0,0.0
2010-02-16 00:00:00-05:00,48.355294573794545,49.402034759521484,48.18554854695447,49.402034759521484,2745100,0.0,0.0
2010-02-17 00:00:00-05:00,49.338384346928486,49.57884979248047,48.87159086421125,49.57884979248047,2284400,0.0,0.0
2010-02-18 00:00:00-05:00,49.4091045326303,50.915563966195634,49.218141618148124,50.76704025268555,2692800,0.0,0.0
2010-02-19 00:00:00-05:00,50.668045583837596,51.70064330570624,50.51952180835914,51.354087829589844,2474900,0.0,0.0
2010-02-22 00:00:00-05:00,51.36114788244422,51.608687440528435,50.73875654102372,51.325782775878906,1753900,0.0,0.0
2010-02-23 00:00:00-05:00,51.12069316827326,51.545047601242096,50.59024877807238,50.78828048706055,1747700,0.0,0.0
2010-02-24 00:00:00-05:00,50.8024055411346,51.446008302046906,50.71753253483496,51.34699249267578,1220500,0.0,0.0
2010-02-25 00:00:00-05:00,50.99338115518113,51.09239699968768,50.081016248549,51.06410598754883,1651400,0.0,0.0
2010-02-26 00:00:00-05:00,51.19847385878974,51.44601340677968,50.63266455256351,51.31163787841797,1504200,0.0,0.0
2010-03-01 00:00:00-05:00,51.30455581698417,52.429094758762,51.30455581698417,52.273502349853516,2384900,0.0,0.0
2010-03-02 00:00:00-05:00,52.7968677525887,52.7968677525887,51.91986839707983,52.32300567626953,2203000,0.0,0.0
2010-03-03 00:00:00-05:00,52.51397666440324,52.57055867503105,51.38236343163454,51.50967025756836,3344600,0.0,0.0
2010-03-04 00:00:00-05:00,50.88727321693657,51.658188186268475,50.27903016089901,51.58746337890625,3061300,0.0,0.0
2010-03-05 00:00:00-05:00,51.54502392320239,52.18155797823312,51.297484400678464,52.14619827270508,2350000,0.0,0.0
2010-03-08 00:00:00-05:00,51.91282676964692,52.28059918233259,51.7006468495855,52.08964157104492,1766500,0.0,0.0
2010-03-09 00:00:00-05:00,51.898663798750526,52.40081704434431,51.38236774729068,52.110843658447266,1363000,0.0,0.0
2010-03-10 00:00:00-05:00,51.96231476298693,52.55640967770063,51.89865865300621,52.29472732543945,1903600,0.0,0.0
2010-03-11 00:00:00-05:00,51.98352560127396,52.49275283786402,51.45308146248545,52.44324493408203,2017000,0.0,0.0
2010-03-12 00:00:00-05:00,52.44323464116152,52.44323464116152,51.63696014012528,52.16740417480469,1587400,0.0,0.0
