Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,12.473144665823279,13.169525165882343,12.46433036125938,13.054931640625,8838435,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,13.134267681656592,13.411938919247243,12.975599243692026,13.04611873626709,7420952,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,13.06375054280047,13.513313019458975,12.649448659441125,13.266494750976562,8882652,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,13.16952654761515,13.213601437693008,12.808113962162228,13.160712242126465,4852288,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,13.143083332930315,13.19597337472129,12.781670709444516,13.010859489440918,4107139,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,13.13426483845041,13.19597001159012,12.481959253007894,12.693517684936523,5521394,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,12.40262996207351,12.548076551626183,12.164626834014062,12.446704864501953,6459880,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,12.235143386758697,12.29684773086116,11.635726876076594,11.96187973022461,11786422,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,11.961879637043955,12.094104311366047,11.750321166918965,12.058844566345215,4577992,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,12.0941039353082,12.208698313227327,11.829655435545492,12.138178825378418,4889331,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,12.199884272204725,12.217513725434609,11.953066042375585,11.970695495605469,6044086,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,11.882544314017682,12.279217473405842,11.794395376888101,12.191067695617676,6746162,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,12.182253313424782,12.270403096739145,11.74150607817024,11.776765823364258,5319863,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,11.750318161433716,11.917802537937645,11.36246106541029,11.43298053741455,5375402,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,11.503503345164617,11.556392544175228,11.212610228630272,11.468243598937988,5364431,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,11.397720181634686,11.626908032856692,11.25668124529549,11.424164772033691,4372236,0.0,0.0,0.0
2010-01-27 00:00:00-05:00,11.380095368638273,11.44179972280485,10.90408830918193,11.336020469665527,7482428,0.0,0.0,0.0
2010-01-28 00:00:00-05:00,11.388908057518146,11.388908057518146,11.03631062318513,11.186163902282715,4310006,0.0,0.0,0.0
2010-01-29 00:00:00-05:00,11.239052238464355,11.494685549869756,10.992234071749117,11.018678665161133,4205324,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,11.098016589289859,11.336019682154618,11.040718972408111,11.309575080871582,4128566,0.0,0.0,0.0
2010-02-02 00:00:00-05:00,11.371276821781148,11.521130929101085,11.124458638231236,11.44179630279541,6685704,0.0,0.0,0.0
2010-02-03 00:00:00-05:00,10.815936422394188,11.089199208826068,10.648452019792732,10.807121276855469,15369278,0.0,0.0,0.0
2010-02-04 00:00:00-05:00,10.622007616560433,10.718971697270002,10.472153502317466,10.498598098754883,9604486,0.0,0.0,0.0
2010-02-05 00:00:00-05:00,10.516228969489626,10.613193055540933,10.287040212649874,10.577933311462402,10448707,0.0,0.0,0.0
2010-02-08 00:00:00-05:00,10.577934528847354,10.604379129785036,10.331116291892021,10.41045093536377,6548874,0.0,0.0,0.0
