Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,23.196274927652674,23.434428442736785,23.196274927652674,23.355043411254883,7026480,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,23.25184712377001,23.355047366300543,22.974001045893278,23.09307861328125,9765515,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,23.03750991821289,23.140710165905123,22.680277198181507,23.03750991821289,8512499,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,22.958122728863145,22.96606060126788,22.727907056146,22.799352645874023,8182315,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,22.664400446092987,22.894617725461828,22.51356979699098,22.83111000061035,7698687,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,22.902553240746816,23.21612447540786,22.799353001068475,23.156585693359375,6116094,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,23.029571279830314,23.156586722098385,22.57707620028723,22.62470817565918,6784737,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,22.918432344869096,23.156587491556685,22.704093976339824,23.03750991821289,5312867,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,22.93431020639038,23.037510456493926,22.719970253491017,22.85492515563965,6529042,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,22.767596378866763,22.854920865919514,22.23571790215661,22.354795455932617,8472526,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,22.29129201369573,22.815232718942188,22.29129201369573,22.807294845581055,5765235,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,22.616762856239333,22.807287549577957,22.251592369928705,22.71996307373047,6391331,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,22.767599540311988,23.021632006180713,22.164275395177334,22.275413513183594,10382644,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,22.140462279648876,22.330985462450716,21.576829025570607,21.59270477294922,9792540,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,21.862609180042337,21.862609180042337,21.156083318836142,21.759408950805664,10903963,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,21.68796804329584,21.7832304282838,21.42599766910054,21.57682991027832,8743060,0.0,0.0,0.0
2010-01-27 00:00:00-05:00,21.56887947793743,21.576818927273003,21.084631504836267,21.39423370361328,10676843,0.0,0.0,0.0
2010-01-28 00:00:00-05:00,21.505375996661268,21.53713064150712,20.981435412236124,21.283098220825195,18182833,0.0,0.0,0.0
2010-01-29 00:00:00-05:00,21.386306924467135,22.13252558050861,21.291046110894108,21.791170120239258,12464273,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,22.116641016408394,22.307165739949436,21.902302676626892,22.267473220825195,8725715,0.0,0.0,0.0
2010-02-02 00:00:00-05:00,22.283349541022606,22.65645794050158,22.092824826060085,22.63264274597168,9384348,0.0,0.0,0.0
2010-02-03 00:00:00-05:00,22.370675254788242,22.481813369662078,22.132520120879057,22.14839744567871,14757667,0.0,0.0,0.0
2010-02-04 00:00:00-05:00,22.053132447191057,22.053132447191057,21.44186893985174,21.87848663330078,14089055,0.0,0.0,0.0
2010-02-05 00:00:00-05:00,21.838796666084953,21.90230596972199,21.227533043155244,21.45775032043457,22882839,0.0,0.0,0.0
2010-02-08 00:00:00-05:00,21.489499919309935,21.767347550043535,21.314854100623904,21.37042236328125,9182839,0.0,0.0,0.0
2010-02-09 00:00:00-05:00,21.584761558595012,22.03725499289132,21.4894992010836,21.759408950805664,10366717,0.0,0.0,0.0
2010-02-10 00:00:00-05:00,21.592701038547407,21.894363877000053,21.42599308500725,21.735593795776367,8775456,0.0,0.0,0.0
2010-02-11 00:00:00-05:00,21.65620595183712,22.061070554166143,21.370420474373223,22.053131103515625,14529477,0.0,0.0,0.0
2010-02-12 00:00:00-05:00,21.830857814351685,22.18015107189019,21.71971969669203,22.13252067565918,11740832,0.0,0.0,0.0
2010-02-16 00:00:00-05:00,22.370682404693685,22.8549307000018,22.235727469806427,22.783483505249023,10982726,0.0,0.0,0.0
2010-02-17 00:00:00-05:00,22.862861746350127,23.045447036961264,22.608830861688666,22.9819393157959,9862306,0.0,0.0,0.0
2010-02-18 00:00:00-05:00,22.89461927614781,23.212159501274648,22.727911289701062,23.08514404296875,7271754,0.0,0.0,0.0
2010-02-19 00:00:00-05:00,23.037514044413477,23.3868073744993,22.86286658968945,23.37093162536621,8755457,0.0,0.0,0.0
