Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,38.005942111396955,38.19733810424805,37.01250129742252,38.19733810424805,1323469,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,38.06974466558384,40.065739102335016,38.06974466558384,39.783203125,1455548,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,39.874334011664565,40.65815004794784,39.874334011664565,40.33915328979492,1363494,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,40.248033198134365,40.31183188588073,39.77409760575588,40.020179748535156,641942,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,40.06574301276334,40.06574301276334,39.382182778791766,39.865234375,564699,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,41.4328576727355,41.934134412026644,40.585242823286244,41.5969123840332,1365756,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,41.19589129830392,41.806536680428884,41.09563525604063,41.55134201049805,787314,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,41.69717980447605,42.07997191743919,41.22324422883055,41.961490631103516,427659,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,41.77008317749559,41.90679311906591,41.15943431282821,41.5969123840332,468453,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,42.107315778369184,42.78176000370473,40.88602121914175,41.17767333984375,687864,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,41.22323958743062,42.198451929341594,41.05918484984119,42.116424560546875,400284,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,41.92502501413407,41.92502501413407,41.20500744577162,41.669830322265625,734491,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,41.85211454453366,41.87945931915356,40.38474143924411,40.494110107421875,659979,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,40.24802559557065,40.38473903021308,39.874346147884026,40.10219955444336,1147494,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,40.50321412936113,40.594357564163175,39.91079744859729,40.23890686035156,404600,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,40.18422762644019,40.43896687721441,39.746749495366075,40.11131286621094,734439,0.0,0.0,0.0
2010-01-27 00:00:00-05:00,40.011066425660154,40.10220641316483,38.789771818552154,39.482444763183594,731826,0.0,0.0,0.0
2010-01-28 00:00:00-05:00,39.58269857995897,39.87435069547591,38.95382435776946,39.25458908081055,332670,0.0,0.0,0.0
2010-01-29 00:00:00-05:00,39.427751614466565,39.68294979189951,38.90824612995839,38.917362213134766,594069,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,38.97204416300275,39.764976501464844,38.89001679960208,39.764976501464844,523770,0.0,0.0,0.0
2010-02-02 00:00:00-05:00,39.96548389541839,40.33005071632924,39.528005796385486,40.32093811035156,440178,0.0,0.0,0.0
2010-02-03 00:00:00-05:00,40.0110558496452,40.75841467529269,40.0110558496452,40.548789978027344,593530,0.0,0.0,0.0
2010-02-04 00:00:00-05:00,40.348279830371304,40.37562112535942,38.826217335306005,38.862674713134766,651755,0.0,0.0,0.0
2010-02-05 00:00:00-05:00,38.78065429016802,38.99027903503982,37.57758842069748,38.40697479248047,592835,0.0,0.0,0.0
2010-02-08 00:00:00-05:00,38.24291134958072,39.145212285034084,38.18822876224623,38.3522834777832,509876,0.0,0.0,0.0
2010-02-09 00:00:00-05:00,38.75330998539896,40.357396528058075,38.662166531586514,39.883460998535156,773391,0.0,0.0,0.0
2010-02-10 00:00:00-05:00,39.74673847042351,39.74673847042351,36.83021492881366,36.98515701293945,3500201,0.0,0.0,0.0
2010-02-11 00:00:00-05:00,35.86411687629401,36.26514100834898,34.68839620060767,35.41752624511719,2029669,0.0,0.0,0.0
2010-02-12 00:00:00-05:00,35.025627971184875,35.49956350159972,34.579033738581586,35.198795318603516,1219874,0.0,0.0,0.0
2010-02-16 00:00:00-05:00,35.74563844399942,36.09197306938493,35.28081561381199,35.772979736328125,611474,0.0,0.0,0.0
2010-02-17 00:00:00-05:00,35.17145086078663,36.128434442650175,34.90714008313121,35.93703842163086,1091685,0.0,0.0,0.0
2010-02-18 00:00:00-05:00,35.99172137604038,36.192229985912945,35.690953246081556,35.94614791870117,623351,0.0,0.0,0.0
2010-02-19 00:00:00-05:00,36.00082972066135,36.42007905513629,35.63626296569499,36.18311309814453,524729,0.0,0.0,0.0
2010-02-22 00:00:00-05:00,36.055521483631445,36.20134751334539,35.76386942420357,36.00083541870117,585984,0.0,0.0,0.0
2010-02-23 00:00:00-05:00,36.912251988871645,36.94870936846994,36.23780437337154,36.60237121582031,1659594,0.0,0.0,0.0
2010-02-24 00:00:00-05:00,36.53387495238849,37.05435577750447,36.00426795685829,36.196022033691406,969407,0.075,0.0,0.0
2010-02-25 00:00:00-05:00,35.58425185519849,36.168647512243645,35.17334757031584,36.09559631347656,1123694,0.0,0.0,0.0
2010-02-26 00:00:00-05:00,36.22343562069266,36.460848554337815,35.64817305442757,36.141258239746094,658859,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,36.424312998276065,37.0087085471341,36.31473970368324,36.71651077270508,608104,0.0,0.0,0.0
2010-03-02 00:00:00-05:00,36.972173237829054,37.20045288530491,36.086447090976016,36.25080871582031,942799,0.0,0.0,0.0
2010-03-03 00:00:00-05:00,36.597814417323505,36.597814417323505,35.75774305198658,35.94949722290039,585127,0.0,0.0,0.0
2010-03-04 00:00:00-05:00,36.06820578042243,36.16864944245109,35.83079633830537,36.00428771972656,567538,0.0,0.0,0.0
2010-03-05 00:00:00-05:00,36.25082529552723,37.34656880121568,36.11385605108895,37.27351760864258,776221,0.0,0.0,0.0
2010-03-08 00:00:00-05:00,37.40134995451147,37.94009025415468,37.02697133837107,37.383087158203125,1061300,0.0,0.0,0.0
2010-03-09 00:00:00-05:00,37.090882150187035,37.264376939644436,36.89912805125454,37.00870132446289,637090,0.0,0.0,0.0
2010-03-10 00:00:00-05:00,36.89000204115761,37.63875920138784,36.55214556687254,37.52918243408203,846968,0.0,0.0,0.0
2010-03-11 00:00:00-05:00,37.43787060945506,37.81224917621874,37.07262169800533,37.76659393310547,661137,0.0,0.0,0.0
2010-03-12 00:00:00-05:00,38.01313838426739,38.41490942094379,37.89443195943975,38.341861724853516,1171631,0.0,0.0,0.0
2010-03-15 00:00:00-04:00,38.341862871834294,38.42404370943923,37.62049812877675,37.958351135253906,689735,0.0,0.0,0.0
2010-03-16 00:00:00-04:00,38.058800758756306,38.20489966157548,37.83965066289125,38.122718811035156,637693,0.0,0.0,0.0
2010-03-17 00:00:00-04:00,38.16836612727311,38.16836612727311,37.72093985437129,37.86703872680664,478966,0.0,0.0,0.0
2010-03-18 00:00:00-04:00,37.81224889830821,37.94921810991312,37.51092150935787,37.69354248046875,495359,0.0,0.0,0.0
2010-03-19 00:00:00-04:00,37.7666004108392,38.15924183884847,37.32830373188587,37.66615676879883,770113,0.0,0.0,0.0
2010-03-22 00:00:00-04:00,37.64788809135686,38.31446440418707,37.50178922119232,38.09531784057617,565528,0.0,0.0,0.0
2010-03-23 00:00:00-04:00,38.20490140191847,38.82582263800284,37.9035704417866,38.771034240722656,589479,0.0,0.0,0.0
2010-03-24 00:00:00-04:00,38.771027641180595,39.56544359179163,38.57927350824917,39.501522064208984,931079,0.0,0.0,0.0
2010-03-25 00:00:00-04:00,39.60196725665102,39.89873160733798,39.437605569602006,39.711544036865234,884319,0.0,0.0,0.0
2010-03-26 00:00:00-04:00,39.857631736342476,40.25940270117201,39.47229484564024,40.040252685546875,1202527,0.0,0.0,0.0
2010-03-29 00:00:00-04:00,39.967214927241855,40.565306695929415,39.84850849416456,40.24114990234375,693641,0.0,0.0,0.0
2010-03-30 00:00:00-04:00,40.2502810844148,40.91685743527616,40.1589671083072,40.70684051513672,859675,0.0,0.0,0.0
2010-03-31 00:00:00-04:00,40.46942990446262,40.72510208519626,40.14983967854557,40.496822357177734,573293,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,40.48768969880745,40.69770661502049,40.02200062081714,40.41463851928711,424800,0.0,0.0,0.0
2010-04-05 00:00:00-04:00,40.55160924867596,40.88033260220941,40.18636030402277,40.69770812988281,414753,0.0,0.0,0.0
2010-04-06 00:00:00-04:00,40.54247959253207,40.80728141996993,40.350721980789494,40.69770812988281,535540,0.0,0.0,0.0
2010-04-07 00:00:00-04:00,40.66118292240406,40.670316061906206,39.51065465745375,39.65675354003906,806627,0.0,0.0,0.0
2010-04-08 00:00:00-04:00,39.36455185080391,39.79371879954821,39.27323788124567,39.62022399902344,462342,0.0,0.0,0.0
