Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-02-01 00:00:00-05:00,28.858794048850882,29.07867036524677,27.915156661991272,28.409879684448242,66789100,0.0,0.0
2013-02-04 00:00:00-05:00,28.483174875430436,29.307711588090587,28.18084468920765,28.419044494628906,7695400,0.0,0.0
2013-02-05 00:00:00-05:00,28.629759538279085,29.29855030171204,28.26329896567348,28.437368392944336,5013200,0.0,0.0
2013-02-06 00:00:00-05:00,28.382391115457906,28.794660251827302,28.17167655572307,28.428199768066406,2126100,0.0,0.0
2013-02-07 00:00:00-05:00,28.40071940422058,29.985662358042646,28.40071940422058,29.316871643066406,3800800,0.0,0.0
2013-02-08 00:00:00-05:00,29.600878902274225,30.672775300999295,29.591715423142748,30.27882957458496,2599300,0.0,0.0
2013-02-11 00:00:00-05:00,30.287990480189496,30.6910961566407,30.123082818267868,30.47121810913086,1487200,0.0,0.0
2013-02-12 00:00:00-05:00,30.599486413832146,31.149176363485683,30.370448352335927,30.910978317260742,1637300,0.0,0.0
2013-02-13 00:00:00-05:00,30.96595371272576,30.96595371272576,30.233032413784713,30.736915588378906,1269700,0.0,0.0
2013-02-14 00:00:00-05:00,30.5903240289048,30.6452944237746,30.022310594624543,30.48038673400879,2954500,0.0,0.0
2013-02-15 00:00:00-05:00,30.517037050287957,31.231634788673773,30.23302855421063,31.130857467651367,5415400,0.0,0.0
2013-02-19 00:00:00-05:00,31.16750744032935,31.213314364848063,30.755238129972284,31.002599716186523,1206900,0.0,0.0
2013-02-20 00:00:00-05:00,31.002585044785363,31.039231964995583,29.866554982167187,29.97649574279785,1842900,0.0,0.0
2013-02-21 00:00:00-05:00,29.774947515696084,30.04979248610306,29.18861064686963,29.829917907714844,3242300,0.0,0.0
2013-02-22 00:00:00-05:00,30.031468557265082,30.168892787763202,29.77494705483484,29.85740089416504,954500,0.0,0.0
2013-02-25 00:00:00-05:00,29.93985391511175,29.94901389930101,29.316870144944225,29.381000518798828,818900,0.0,0.0
