Date,P/E Ratio,P/B Ratio,ROE,Current Ratio,Close Price,Ticker
2023-12-01,10.984160461696652,-1.7356747211677526,-0.1580161476355248,0.6151754147402774,13.739999771118164,AAL
2022-12-01,65.8165873797867,-1.4414048279415261,-0.021900327642697018,0.7103181987346483,12.720000267028809,AAL
2021-12-01,-5.921762319146309,-1.6079117577736504,0.2715258855585831,0.9121330106282227,17.959999084472656,AAL
2020-12-01,-1.1663428584097584,-1.5090951357173006,1.2938692296490462,0.6696239966201943,15.770000457763672,AAL
2019-12-01,,,,,28.574403762817383,AAL
2024-09-01,37.532119763544856,61.7754306963238,1.6459350307287095,0.8673125765340832,232.7439422607422,AAPL
2023-09-01,26.51653138275829,41.3859453781521,1.5607601454639075,0.9880116717592975,170.1511688232422,AAPL
2022-09-01,20.679143821455927,40.729408565139835,1.9695887275023682,0.8793560286267226,136.5353240966797,AAPL
2021-09-01,22.194204840175296,33.307137648879326,1.5007132667617689,1.0745531195957954,139.01661682128906,AAPL
2020-09-01,,,,,113.05034637451172,AAPL
2023-12-01,120.40545337081096,1.4208899357315803,0.011800876920048513,1.201532764128609,59.936153411865234,AAP
2022-12-01,17.999275875006536,3.2159608504892234,0.17867167950655435,1.1095706190780747,139.9342041015625,AAP
2021-12-01,22.203778039100037,4.234614693709015,0.19071595321534984,1.2114100573576045,221.7664337158203,AAP
2020-12-01,17.417136259507494,2.412413256592096,0.13850803143801735,1.3216933692951918,143.7530059814453,AAP
2019-12-01,,,,,145.2242431640625,AAP
2023-12-01,54.32777009489223,25.501539186434453,0.4694015444015444,0.8721228297349436,149.50482177734375,ABBV
2022-12-01,22.37393378057294,15.348202169170124,0.6859858583516866,0.9636062021802424,149.8567657470703,ABBV
2021-12-01,18.501948735209925,13.859650331113253,0.7490913811007269,0.7935443541512758,120.84469604492188,ABBV
2020-12-01,34.934895273553856,12.332477560624397,0.3530131538696849,0.8434109068071596,91.25450134277344,ABBV
2019-12-01,,,,,71.44983673095703,ABBV
2023-12-01,32.70604648331363,4.848760563272386,0.14825272647203586,1.6378874358789104,107.91641235351562,ABT
2022-12-01,26.40110704093576,4.989338579153018,0.18898217303603554,1.6285105558783652,105.53075408935547,ABT
2021-12-01,32.63549316449588,6.4456056132660295,0.19750293279705045,1.8495993895459748,133.04750061035156,ABT
2020-12-01,39.33113946439055,5.392675448158722,0.13710956564177648,1.7167212564037961,101.92997741699219,ABT
2019-12-01,,,,,79.60746765136719,ABT
2024-08-01,29.321690257630426,7.530082358896221,0.25680928666575276,1.099159011741437,340.56378173828125,ACN
2023-08-01,28.884937623281626,7.725284672504436,0.2674502806015326,1.2983442535908913,317.33148193359375,ACN
2022-08-01,25.30408569565215,7.872057818233696,0.31109829111850906,1.2332511161014903,278.2190856933594,ACN
2021-08-01,33.96088365729504,10.271687740725536,0.30245643324181004,1.2519369474577637,320.71441650390625,ACN
2023-11-01,49.551696075686834,16.283242904639067,0.32861121201113935,1.3433523209307963,611.010009765625,ADBE
2022-11-01,31.9256061345414,10.806218972021842,0.3384812468863426,1.106791338582677,344.92999267578125,ADBE
2021-11-01,61.15055148339479,19.927550128602398,0.3258768669324863,1.2505770340450086,669.8499755859375,ADBE
2020-11-01,40.04229934170219,15.879259238340888,0.396562123039807,1.477866473149492,478.4700012207031,ADBE
2024-10-01,67.42724514555175,3.1345508243771474,0.04648789695635276,1.8353882500970458,222.16929626464844,ADI
2023-10-01,23.0556766690395,2.1487304814528203,0.09319745901616758,1.3695912896430489,153.9801025390625,ADI
2022-10-01,24.739420801791404,1.8647252124543796,0.07537465114459564,2.0215675156745427,137.01031494140625,ADI
2021-10-01,58.42049923385515,2.138028758005593,0.03659723532055317,1.9414120142424391,163.67044067382812,ADI
2020-10-01,,,,,109.92225646972656,ADI
